Country,region,continent,alliance,metric,value
Austria,Central Europe,Europe,Non-NATO,aircraft_total_trainers,18
Sri Lanka,Asia-Pacific,Asia,Non-NATO,aircraft_total_trainers,8
Belarus,Eastern Europe,Europe,Non-NATO,aircraft_total_trainers,27
Slovakia,Eastern Europe,Europe,NATO,aircraft_total_trainers,9
Qatar,Middle East,Asia,Non-NATO,aircraft_total_trainers,51
Sudan,Africa,Africa,Non-NATO,aircraft_total_trainers,15
Croatia,Balkans,Europe,NATO,aircraft_total_trainers,28
Jordan,Middle East,Asia,Non-NATO,aircraft_total_trainers,66
Libya,Africa,Africa,Non-NATO,aircraft_total_trainers,38
Turkmenistan,Asia,Asia,Non-NATO,aircraft_total_trainers,9
Albania,Balkans,Europe,NATO,aircraft_total_trainers,0
Kuwait,Gulf Powers,Asia,Non-NATO,aircraft_total_trainers,13
Bolivia,Latin America,South America,Non-NATO,aircraft_total_trainers,19
Bahrain,Gulf Powers,Asia,Non-NATO,aircraft_total_trainers,40
Oman,Gulf Powers,Asia,Non-NATO,aircraft_total_trainers,45
Kenya,Africa,Africa,Non-NATO,aircraft_total_trainers,31
Chad,Africa,Africa,Non-NATO,aircraft_total_trainers,8
Yemen,Middle East,Asia,Non-NATO,aircraft_total_trainers,15
New Zealand,Asia-Pacific,Oceania,Non-NATO,aircraft_total_trainers,13
Paraguay,Latin America,South America,Non-NATO,aircraft_total_trainers,13
Lithuania,Northern Europe,Europe,NATO,aircraft_total_trainers,0
Mozambique,Africa,Africa,Non-NATO,aircraft_total_trainers,1
Tunisia,Africa,Africa,Non-NATO,aircraft_total_trainers,28
Armenia,Asia,Asia,Non-NATO,aircraft_total_trainers,13
Tanzania,Africa,Africa,Non-NATO,aircraft_total_trainers,7
Cameroon,Africa,Africa,Non-NATO,aircraft_total_trainers,6
Georgia,Asia,Asia,Non-NATO,aircraft_total_trainers,10
Cambodia,Southeast Asia,Asia,Non-NATO,aircraft_total_trainers,0
Slovenia,Balkans,Europe,NATO,aircraft_total_trainers,23
Ireland,Northern Europe,Europe,Non-NATO,aircraft_total_trainers,8
Mongolia,Asia-Pacific,Asia,Non-NATO,aircraft_total_trainers,2
Latvia,Northern Europe,Europe,NATO,aircraft_total_trainers,0
Uruguay,Latin America,South America,Non-NATO,aircraft_total_trainers,12
Honduras,Central America,North America,Non-NATO,aircraft_total_trainers,10
Ivory Coast,Africa,Africa,Non-NATO,aircraft_total_trainers,2
Guatemala,Central America,North America,Non-NATO,aircraft_total_trainers,0
Mali,Africa,Africa,Non-NATO,aircraft_total_trainers,4
Kyrgyzstan,Asia,Asia,Non-NATO,aircraft_total_trainers,0
Laos,Southeast Asia,Asia,Non-NATO,aircraft_total_trainers,8
Estonia,Northern Europe,Europe,NATO,aircraft_total_trainers,3
Tajikistan,Asia,Asia,Non-NATO,aircraft_total_trainers,4
Zambia,Africa,Africa,Non-NATO,aircraft_total_trainers,34
Ghana,Africa,Africa,Non-NATO,aircraft_total_trainers,5
Zimbabwe,Africa,Africa,Non-NATO,aircraft_total_trainers,40
North Macedonia,Balkans,Europe,Non-NATO,aircraft_total_trainers,10
South Sudan,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Uganda,Africa,Africa,Non-NATO,aircraft_total_trainers,12
Lebanon,Middle East,Asia,Non-NATO,aircraft_total_trainers,9
Namibia,Africa,Africa,Non-NATO,aircraft_total_trainers,14
Luxembourg,Western Europe,Europe,NATO,aircraft_total_trainers,0
Afghanistan,Asia,Asia,Non-NATO,aircraft_total_trainers,0
Niger,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Eritrea,Africa,Africa,Non-NATO,aircraft_total_trainers,1
Republic of the Congo,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Botswana,Africa,Africa,Non-NATO,aircraft_total_trainers,9
Mauritania,Africa,Africa,Non-NATO,aircraft_total_trainers,7
Dominican Republic,Central America,North America,Non-NATO,aircraft_total_trainers,17
Senegal,Africa,Africa,Non-NATO,aircraft_total_trainers,23
Nepal,Asia-Pacific,Asia,Non-NATO,aircraft_total_trainers,0
Montenegro,Balkans,Europe,NATO,aircraft_total_trainers,0
El Salvador,Central America,North America,Non-NATO,aircraft_total_trainers,10
Burkina Faso,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Madagascar,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Nicaragua,Central America,North America,Non-NATO,aircraft_total_trainers,1
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,aircraft_total_trainers,0
Gabon,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Moldova,Eastern Europe,Europe,Non-NATO,aircraft_total_trainers,0
Iceland,Scandinavia,Europe,NATO,aircraft_total_trainers,0
Panama,Central America,North America,Non-NATO,aircraft_total_trainers,0
Beliz,Central America,North America,Non-NATO,aircraft_total_trainers,0
Liberia,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Suriname,Northern South America,South America,Non-NATO,aircraft_total_trainers,0
Sierra Leone,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Kosovo,Southern Europe,Europe,Non-NATO,aircraft_total_trainers,0
Somalia,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Central African Republic,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Benin,Africa,Africa,Non-NATO,aircraft_total_trainers,0
Bhutan,Asia,Asia,Non-NATO,aircraft_total_trainers,0
United States,Northern America,North America,NATO,aircraft_total_special_mission,647
Russia,Eastern Europe,Europe,Non-NATO,aircraft_total_special_mission,141
China,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,112
India,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,74
South Korea,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,36
United Kingdom,Northern Europe,Europe,NATO,aircraft_total_special_mission,28
France,Western Europe,Europe,NATO,aircraft_total_special_mission,44
Japan,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,141
Turkiye,Middle East,Asia,NATO,aircraft_total_special_mission,28
Italy,Southern Europe,Europe,NATO,aircraft_total_special_mission,23
Brazil,Latin America,South America,Non-NATO,aircraft_total_special_mission,25
Pakistan,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,27
Indonesia,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,17
Germany,Central Europe,Europe,NATO,aircraft_total_special_mission,26
Israel,Middle East,Asia,Non-NATO,aircraft_total_special_mission,19
Iran,Middle East,Asia,Non-NATO,aircraft_total_special_mission,10
Spain,Southern Europe,Europe,NATO,aircraft_total_special_mission,8
Australia,Asia-Pacific,Oceania,Non-NATO,aircraft_total_special_mission,30
Egypt,Africa,Africa,Non-NATO,aircraft_total_special_mission,11
Ukraine,Eastern Europe,Europe,Non-NATO,aircraft_total_special_mission,3
Poland,Eastern Europe,Europe,NATO,aircraft_total_special_mission,11
Taiwan,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,18
Vietnam,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,3
Saudi Arabia,Middle East,Asia,Non-NATO,aircraft_total_special_mission,16
Thailand,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,26
Algeria,Africa,Africa,Non-NATO,aircraft_total_special_mission,10
Sweden,Scandinavia,Europe,NATO,aircraft_total_special_mission,5
Canada,Northern America,North America,NATO,aircraft_total_special_mission,33
Singapore,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,9
Greece,Southern Europe,Europe,NATO,aircraft_total_special_mission,8
Nigeria,Africa,Africa,Non-NATO,aircraft_total_special_mission,11
Mexico,Mexico,North America,Non-NATO,aircraft_total_special_mission,25
Argentina,Latin America,South America,Non-NATO,aircraft_total_special_mission,13
North Korea,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,0
Bangladesh,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,4
Netherlands,Western Europe,Europe,NATO,aircraft_total_special_mission,0
Myanmar,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,5
Norway,Scandinavia,Europe,NATO,aircraft_total_special_mission,5
Portugal,Southern Europe,Europe,NATO,aircraft_total_special_mission,14
South Africa,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Philippines,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,8
Malaysia,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,6
Iraq,Middle East,Asia,Non-NATO,aircraft_total_special_mission,17
Switzerland,Central Europe,Europe,Non-NATO,aircraft_total_special_mission,3
Denmark,Scandinavia,Europe,NATO,aircraft_total_special_mission,3
Colombia,Latin America,South America,Non-NATO,aircraft_total_special_mission,23
Chile,Latin America,South America,Non-NATO,aircraft_total_special_mission,21
Finland,Scandinavia,Europe,NATO,aircraft_total_special_mission,1
Peru,Latin America,South America,Non-NATO,aircraft_total_special_mission,12
Venezuela,Latin America,South America,Non-NATO,aircraft_total_special_mission,3
Romania,Eastern Europe,Europe,Non-NATO,aircraft_total_special_mission,2
Ethiopia,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Czechia,Eastern Europe,Europe,NATO,aircraft_total_special_mission,2
United Arab Emirates,Middle East,Asia,Non-NATO,aircraft_total_special_mission,27
Hungary,Eastern Europe,Europe,NATO,aircraft_total_special_mission,0
Angola,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Kazakhstan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Uzbekistan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Morocco,Africa,Africa,Non-NATO,aircraft_total_special_mission,4
Azerbaijan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Belgium,Western Europe,Europe,NATO,aircraft_total_special_mission,0
Bulgaria,Eastern Europe,Europe,NATO,aircraft_total_special_mission,0
Serbia,Balkans,Europe,Non-NATO,aircraft_total_special_mission,0
Syria,Middle East,Asia,Non-NATO,aircraft_total_special_mission,1
Ecuador,Latin America,South America,Non-NATO,aircraft_total_special_mission,8
Democratic Republic of the Congo,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Cuba,Central America,North America,Non-NATO,aircraft_total_special_mission,0
Austria,Central Europe,Europe,Non-NATO,aircraft_total_special_mission,0
Sri Lanka,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,3
Belarus,Eastern Europe,Europe,Non-NATO,aircraft_total_special_mission,0
Slovakia,Eastern Europe,Europe,NATO,aircraft_total_special_mission,1
Qatar,Middle East,Asia,Non-NATO,aircraft_total_special_mission,0
Sudan,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Croatia,Balkans,Europe,NATO,aircraft_total_special_mission,0
Jordan,Middle East,Asia,Non-NATO,aircraft_total_special_mission,13
Libya,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Turkmenistan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Albania,Balkans,Europe,NATO,aircraft_total_special_mission,0
Kuwait,Gulf Powers,Asia,Non-NATO,aircraft_total_special_mission,0
Bolivia,Latin America,South America,Non-NATO,aircraft_total_special_mission,0
Bahrain,Gulf Powers,Asia,Non-NATO,aircraft_total_special_mission,0
Oman,Gulf Powers,Asia,Non-NATO,aircraft_total_special_mission,4
Kenya,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Chad,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Yemen,Middle East,Asia,Non-NATO,aircraft_total_special_mission,0
New Zealand,Asia-Pacific,Oceania,Non-NATO,aircraft_total_special_mission,6
Paraguay,Latin America,South America,Non-NATO,aircraft_total_special_mission,1
Lithuania,Northern Europe,Europe,NATO,aircraft_total_special_mission,0
Mozambique,Africa,Africa,Non-NATO,aircraft_total_special_mission,1
Tunisia,Africa,Africa,Non-NATO,aircraft_total_special_mission,4
Armenia,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Tanzania,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Cameroon,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Georgia,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Cambodia,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Slovenia,Balkans,Europe,NATO,aircraft_total_special_mission,0
Ireland,Northern Europe,Europe,Non-NATO,aircraft_total_special_mission,2
Mongolia,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,0
Latvia,Northern Europe,Europe,NATO,aircraft_total_special_mission,0
Uruguay,Latin America,South America,Non-NATO,aircraft_total_special_mission,5
Honduras,Central America,North America,Non-NATO,aircraft_total_special_mission,1
Ivory Coast,Africa,Africa,Non-NATO,aircraft_total_special_mission,3
Guatemala,Central America,North America,Non-NATO,aircraft_total_special_mission,0
Mali,Africa,Africa,Non-NATO,aircraft_total_special_mission,1
Kyrgyzstan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Laos,Southeast Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Estonia,Northern Europe,Europe,NATO,aircraft_total_special_mission,0
Tajikistan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Zambia,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Ghana,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Zimbabwe,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
North Macedonia,Balkans,Europe,Non-NATO,aircraft_total_special_mission,0
South Sudan,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Uganda,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Lebanon,Middle East,Asia,Non-NATO,aircraft_total_special_mission,0
Namibia,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Luxembourg,Western Europe,Europe,NATO,aircraft_total_special_mission,0
Afghanistan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
Niger,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Eritrea,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Republic of the Congo,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Botswana,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Mauritania,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Dominican Republic,Central America,North America,Non-NATO,aircraft_total_special_mission,1
Senegal,Africa,Africa,Non-NATO,aircraft_total_special_mission,1
Nepal,Asia-Pacific,Asia,Non-NATO,aircraft_total_special_mission,0
Montenegro,Balkans,Europe,NATO,aircraft_total_special_mission,0
El Salvador,Central America,North America,Non-NATO,aircraft_total_special_mission,0
Burkina Faso,Africa,Africa,Non-NATO,aircraft_total_special_mission,2
Madagascar,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Nicaragua,Central America,North America,Non-NATO,aircraft_total_special_mission,0
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,aircraft_total_special_mission,0
Gabon,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Moldova,Eastern Europe,Europe,Non-NATO,aircraft_total_special_mission,0
Iceland,Scandinavia,Europe,NATO,aircraft_total_special_mission,0
Panama,Central America,North America,Non-NATO,aircraft_total_special_mission,2
Beliz,Central America,North America,Non-NATO,aircraft_total_special_mission,1
Liberia,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Suriname,Northern South America,South America,Non-NATO,aircraft_total_special_mission,0
Sierra Leone,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Kosovo,Southern Europe,Europe,Non-NATO,aircraft_total_special_mission,0
Somalia,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Central African Republic,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Benin,Africa,Africa,Non-NATO,aircraft_total_special_mission,0
Bhutan,Asia,Asia,Non-NATO,aircraft_total_special_mission,0
United States,Northern America,North America,NATO,aircraft_total_tanker_fleet,605
Russia,Eastern Europe,Europe,Non-NATO,aircraft_total_tanker_fleet,19
China,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,10
India,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,6
South Korea,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,4
United Kingdom,Northern Europe,Europe,NATO,aircraft_total_tanker_fleet,9
France,Western Europe,Europe,NATO,aircraft_total_tanker_fleet,16
Japan,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,10
Turkiye,Middle East,Asia,NATO,aircraft_total_tanker_fleet,7
Italy,Southern Europe,Europe,NATO,aircraft_total_tanker_fleet,8
Brazil,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,0
Pakistan,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,4
Indonesia,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,1
Germany,Central Europe,Europe,NATO,aircraft_total_tanker_fleet,3
Israel,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,14
Iran,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,6
Spain,Southern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Australia,Asia-Pacific,Oceania,Non-NATO,aircraft_total_tanker_fleet,6
Egypt,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Ukraine,Eastern Europe,Europe,Non-NATO,aircraft_total_tanker_fleet,0
Poland,Eastern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Taiwan,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Vietnam,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Saudi Arabia,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,22
Thailand,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Algeria,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,5
Sweden,Scandinavia,Europe,NATO,aircraft_total_tanker_fleet,1
Canada,Northern America,North America,NATO,aircraft_total_tanker_fleet,6
Singapore,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,11
Greece,Southern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Nigeria,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Mexico,Mexico,North America,Non-NATO,aircraft_total_tanker_fleet,0
Argentina,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,2
North Korea,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Bangladesh,Asia-Pacific,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Netherlands,Western Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Myanmar,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Norway,Scandinavia,Europe,NATO,aircraft_total_tanker_fleet,0
Portugal,Southern Europe,Europe,NATO,aircraft_total_tanker_fleet,3
South Africa,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Philippines,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Malaysia,Southeast Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,4
Iraq,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Switzerland,Central Europe,Europe,Non-NATO,aircraft_total_tanker_fleet,0
Denmark,Scandinavia,Europe,NATO,aircraft_total_tanker_fleet,0
Colombia,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,1
Chile,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,5
Finland,Scandinavia,Europe,NATO,aircraft_total_tanker_fleet,0
Peru,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,0
Venezuela,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,1
Romania,Eastern Europe,Europe,Non-NATO,aircraft_total_tanker_fleet,0
Ethiopia,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Czechia,Eastern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
United Arab Emirates,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,4
Hungary,Eastern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Angola,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Kazakhstan,Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Uzbekistan,Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Morocco,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,2
Azerbaijan,Asia,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Belgium,Western Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Bulgaria,Eastern Europe,Europe,NATO,aircraft_total_tanker_fleet,0
Serbia,Balkans,Europe,Non-NATO,aircraft_total_tanker_fleet,0
Syria,Middle East,Asia,Non-NATO,aircraft_total_tanker_fleet,0
Ecuador,Latin America,South America,Non-NATO,aircraft_total_tanker_fleet,0
Democratic Republic of the Congo,Africa,Africa,Non-NATO,aircraft_total_tanker_fleet,0
Cuba,Central America,North America,Non-NATO,aircraft_total_tanker_fleet,0
Austria,Central Europe,Europe,Non-NATO,aircraft_total_tanker_fleet,0
